source,raw_file,source_shootout_id,source_match_key,date,home_team,away_team,winner,first_shooter,match_found_in_results,notes
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_02_19_sierra_leone_senegal_shootout_001,1984_02_19_sierra_leone_senegal,1984-02-19,Sierra Leone,Senegal,Senegal,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_03_14_egypt_nigeria_shootout_001,1984_03_14_egypt_nigeria,1984-03-14,Egypt,Nigeria,Nigeria,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_03_14_algeria_cameroon_shootout_001,1984_03_14_algeria_cameroon,1984-03-14,Algeria,Cameroon,Cameroon,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_03_28_iraq_qatar_shootout_001,1984_03_28_iraq_qatar,1984-03-28,Iraq,Qatar,Iraq,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_06_24_denmark_spain_shootout_001,1984_06_24_denmark_spain,1984-06-24,Denmark,Spain,Spain,Denmark,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_07_15_senegal_angola_shootout_001,1984_07_15_senegal_angola,1984-07-15,Senegal,Angola,Angola,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_11_23_kenya_somalia_shootout_001,1984_11_23_kenya_somalia,1984-11-23,Kenya,Somalia,Kenya,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_11_28_ghana_togo_shootout_001,1984_11_28_ghana_togo,1984-11-28,Ghana,Togo,Ghana,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_08_kenya_somalia_shootout_001,1984_12_08_kenya_somalia,1984-12-08,Kenya,Somalia,Kenya,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_13_saudi_arabia_iran_shootout_001,1984_12_13_saudi_arabia_iran,1984-12-13,Saudi Arabia,Iran,Saudi Arabia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_15_malawi_zambia_shootout_001,1984_12_15_malawi_zambia,1984-12-15,Malawi,Zambia,Zambia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_16_iran_kuwait_shootout_001,1984_12_16_iran_kuwait,1984-12-16,Iran,Kuwait,Kuwait,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_16_chad_equatorial_guinea_shootout_001,1984_12_16_chad_equatorial_guinea,1984-12-16,Chad,Equatorial Guinea,Chad,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_19_central_african_republic_gabon_shootout_001,1984_12_19_central_african_republic_gabon,1984-12-19,Central African Republic,Gabon,Gabon,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1984_12_20_congo_cameroon_shootout_001,1984_12_20_congo_cameroon,1984-12-20,Congo,Cameroon,Cameroon,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_04_16_mozambique_malawi_shootout_001,1985_04_16_mozambique_malawi,1985-04-16,Mozambique,Malawi,Mozambique,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_04_21_madagascar_egypt_shootout_001,1985_04_21_madagascar_egypt,1985-04-21,Madagascar,Egypt,Egypt,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_07_10_bahrain_qatar_shootout_001,1985_07_10_bahrain_qatar,1985-07-10,Bahrain,Qatar,Bahrain,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_07_12_saudi_arabia_qatar_shootout_001,1985_07_12_saudi_arabia_qatar,1985-07-12,Saudi Arabia,Qatar,Saudi Arabia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_08_25_mali_guinea_shootout_001,1985_08_25_mali_guinea,1985-08-25,Mali,Guinea,Guinea,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_08_31_mauritius_r_union_shootout_001,1985_08_31_mauritius_r_union,1985-08-31,Mauritius,Réunion,Mauritius,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_09_15_mozambique_libya_shootout_001,1985_09_15_mozambique_libya,1985-09-15,Mozambique,Libya,Mozambique,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_10_11_kenya_uganda_shootout_001,1985_10_11_kenya_uganda,1985-10-11,Kenya,Uganda,Kenya,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_12_15_singapore_malaysia_shootout_001,1985_12_15_singapore_malaysia,1985-12-15,Singapore,Malaysia,Singapore,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_12_25_pakistan_nepal_shootout_001,1985_12_25_pakistan_nepal,1985-12-25,Pakistan,Nepal,Nepal,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1985_12_25_bangladesh_india_shootout_001,1985_12_25_bangladesh_india,1985-12-25,Bangladesh,India,India,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_03_21_egypt_cameroon_shootout_001,1986_03_21_egypt_cameroon,1986-03-21,Egypt,Cameroon,Egypt,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_06_21_brazil_france_shootout_001,1986_06_21_brazil_france,1986-06-21,Brazil,France,France,Brazil,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_06_21_mexico_germany_shootout_001,1986_06_21_mexico_germany,1986-06-21,Mexico,Germany,Germany,Germany,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_06_22_spain_belgium_shootout_001,1986_06_22_spain_belgium,1986-06-22,Spain,Belgium,Belgium,Spain,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_10_01_saudi_arabia_iraq_shootout_001,1986_10_01_saudi_arabia_iraq,1986-10-01,Saudi Arabia,Iraq,Saudi Arabia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_10_01_south_korea_iran_shootout_001,1986_10_01_south_korea_iran,1986-10-01,South Korea,Iran,South Korea,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_10_01_united_arab_emirates_indonesia_shootout_001,1986_10_01_united_arab_emirates_indonesia,1986-10-01,United Arab Emirates,Indonesia,Indonesia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_10_01_kuwait_china_pr_shootout_001,1986_10_01_kuwait_china_pr,1986-10-01,Kuwait,China PR,Kuwait,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_10_03_saudi_arabia_kuwait_shootout_001,1986_10_03_saudi_arabia_kuwait,1986-10-03,Saudi Arabia,Kuwait,Saudi Arabia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_10_19_gabon_angola_shootout_001,1986_10_19_gabon_angola,1986-10-19,Gabon,Angola,Angola,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1986_12_17_chad_gabon_shootout_001,1986_12_17_chad_gabon,1986-12-17,Chad,Gabon,Chad,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_03_01_mali_sierra_leone_shootout_001,1987_03_01_mali_sierra_leone,1987-03-01,Mali,Sierra Leone,Mali,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_03_02_senegal_sierra_leone_shootout_001,1987_03_02_senegal_sierra_leone,1987-03-02,Senegal,Sierra Leone,Senegal,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_06_19_australia_egypt_shootout_001,1987_06_19_australia_egypt,1987-06-19,Australia,Egypt,Australia,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_06_21_south_korea_australia_shootout_001,1987_06_21_south_korea_australia,1987-06-21,South Korea,Australia,South Korea,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_07_19_dr_congo_senegal_shootout_001,1987_07_19_dr_congo_senegal,1987-07-19,DR Congo,Senegal,DR Congo,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_08_08_ivory_coast_madagascar_shootout_001,1987_08_08_ivory_coast_madagascar,1987-08-08,Ivory Coast,Madagascar,Ivory Coast,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_08_09_cameroon_egypt_shootout_001,1987_08_09_cameroon_egypt,1987-08-09,Cameroon,Egypt,Egypt,NA,TRUE,NA
international_results,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/international_results/shootouts.csv,1987_08_10_kenya_malawi_shootout_001,1987_08_10_kenya_malawi,1987-08-10,Kenya,Malawi,Malawi,NA,TRUE,NA
