source,raw_file,source_match_id,date,season,competition,home_team,away_team,home_score,away_score,competition_id,season_id,match_week,competition_country,stadium,data_version,shot_fidelity_version,xy_fidelity_version,match_result,result_class,home_win,draw,away_win,goal_difference,total_goals,neutral
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901169,2016-03-06,2015/2016,Ligue 1,Olympique de Marseille,Toulouse,1,1,7,27,29,France,Orange Vélodrome,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901241,2016-04-30,2015/2016,Ligue 1,Stade Malherbe Caen,Bastia,0,0,7,27,36,France,Stade Michel d''Ornano,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900577,2016-01-10,2015/2016,Ligue 1,Olympique de Marseille,Guingamp,0,0,7,27,20,France,Orange Vélodrome,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901152,2016-02-21,2015/2016,Ligue 1,Stade Malherbe Caen,Rennes,1,0,7,27,27,France,Stade Michel d''Ornano,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900559,2015-12-13,2015/2016,Ligue 1,Olympique de Marseille,Gazélec Ajaccio,1,1,7,27,18,France,Orange Vélodrome,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900562,2015-12-19,2015/2016,Ligue 1,Stade Malherbe Caen,Paris Saint-Germain,0,3,7,27,19,France,Stade Michel d''Ornano,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3829472,2015-09-20,2015/2016,Ligue 1,Olympique de Marseille,Lyon,1,1,7,27,6,France,Orange Vélodrome,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3829444,2015-08-29,2015/2016,Ligue 1,Stade Malherbe Caen,Lyon,0,4,7,27,4,France,Stade Michel d''Ornano,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3829414,2015-08-08,2015/2016,Ligue 1,Olympique de Marseille,Stade Malherbe Caen,0,1,7,27,1,France,Orange Vélodrome,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901190,2016-03-19,2015/2016,Ligue 1,Stade Malherbe Caen,Troyes,2,1,7,27,31,France,Stade Michel d''Ornano,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3829441,2015-08-23,2015/2016,Ligue 1,Olympique de Marseille,Troyes,6,0,7,27,3,France,Orange Vélodrome,1.1.0,2,2,H,1,1,0,0,6,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3829461,2015-09-13,2015/2016,Ligue 1,Olympique de Marseille,Bastia,4,1,7,27,5,France,Orange Vélodrome,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901150,2016-02-21,2015/2016,Ligue 1,Olympique de Marseille,Saint-Étienne,1,1,7,27,27,France,Orange Vélodrome,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901199,2016-04-02,2015/2016,Ligue 1,Rennes,Stade de Reims,3,1,7,27,32,France,Roazhon Park,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901178,2016-03-12,2015/2016,Ligue 1,Lorient,Olympique de Marseille,1,1,7,27,30,France,Stade Yves Allainmat - du Moustoir,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901260,2016-05-14,2015/2016,Ligue 1,Lorient,Gazélec Ajaccio,1,0,7,27,38,France,Stade Yves Allainmat - du Moustoir,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3829470,2015-09-20,2015/2016,Ligue 1,Saint-Étienne,Nantes,2,0,7,27,6,France,Stade Geoffroy-Guichard ,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901263,2016-05-14,2015/2016,Ligue 1,Rennes,Bastia,1,2,7,27,38,France,NA,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900594,2016-01-23,2015/2016,Ligue 1,Nantes,Bordeaux,2,2,7,27,22,France,Stade de la Beaujoire - Louis Fonteneau,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900587,2016-01-17,2015/2016,Ligue 1,Saint-Étienne,Lyon,1,0,7,27,21,France,Stade Geoffroy-Guichard ,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900541,2015-12-05,2015/2016,Ligue 1,Bastia,AS Monaco,1,2,7,27,17,France,Stade Armand-Césari,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900596,2016-01-23,2015/2016,Ligue 1,Guingamp,Bastia,1,0,7,27,22,France,Stade du Roudourou,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900591,2016-01-23,2015/2016,Ligue 1,Paris Saint-Germain,Angers,5,1,7,27,22,France,Parc des Princes ,1.1.0,2,2,H,1,1,0,0,4,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901188,2016-03-19,2015/2016,Ligue 1,Saint-Étienne,Montpellier,3,0,7,27,31,France,Stade Geoffroy-Guichard ,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901184,2016-03-18,2015/2016,Ligue 1,Olympique de Marseille,Rennes,2,5,7,27,31,France,Orange Vélodrome,1.1.0,2,2,A,-1,0,0,1,-3,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901182,2016-03-13,2015/2016,Ligue 1,Nantes,Angers,2,0,7,27,30,France,Stade de la Beaujoire - Louis Fonteneau,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901170,2016-03-06,2015/2016,Ligue 1,Rennes,Nantes,4,1,7,27,29,France,NA,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901166,2016-03-05,2015/2016,Ligue 1,Paris Saint-Germain,Montpellier,0,0,7,27,29,France,Parc des Princes ,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901168,2016-03-05,2015/2016,Ligue 1,Lille,Stade de Reims,2,0,7,27,29,France,Decathlon Arena – Stade Pierre-Mauroy,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3900601,2016-01-30,2015/2016,Ligue 1,Gazélec Ajaccio,Montpellier,0,4,7,27,23,France,Stade Ange Casanova (Ajaccio),1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901262,2016-05-14,2015/2016,Ligue 1,Stade Malherbe Caen,Bordeaux,1,0,7,27,38,France,Stade Michel d''Ornano,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901261,2016-05-14,2015/2016,Ligue 1,Paris Saint-Germain,Nantes,4,0,7,27,38,France,Parc des Princes ,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901258,2016-05-14,2015/2016,Ligue 1,Guingamp,OGC Nice,2,3,7,27,38,France,Stade du Roudourou,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901257,2016-05-14,2015/2016,Ligue 1,Saint-Étienne,Lille,0,1,7,27,38,France,Stade Geoffroy-Guichard ,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901256,2016-05-14,2015/2016,Ligue 1,AS Monaco,Montpellier,2,0,7,27,38,France,Stade Louis II,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/7_27.json,3901255,2016-05-14,2015/2016,Ligue 1,Angers,Toulouse,2,3,7,27,38,France,Stade Raymond-Kopa,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
