source,raw_file,source_match_id,date,season,competition,home_team,away_team,home_score,away_score,competition_id,season_id,match_week,competition_country,stadium,data_version,shot_fidelity_version,xy_fidelity_version,match_result,result_class,home_win,draw,away_win,goal_difference,total_goals,neutral
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773387,2021-05-11,2020/2021,La Liga,Levante UD,Barcelona,3,3,11,90,36,Spain,Estadio Ciudad de Valencia,1.1.0,2,2,D,0,0,1,0,0,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773695,2021-05-02,2020/2021,La Liga,Valencia,Barcelona,2,3,11,90,34,Spain,Estadio de Mestalla,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773369,2021-03-15,2020/2021,La Liga,Barcelona,Huesca,4,1,11,90,27,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773661,2021-04-22,2020/2021,La Liga,Barcelona,Getafe,5,2,11,90,31,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773597,2021-03-21,2020/2021,La Liga,Real Sociedad,Barcelona,1,6,11,90,28,Spain,Reale Arena,1.1.0,2,2,A,-1,0,0,1,-5,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773523,2020-12-16,2020/2021,La Liga,Barcelona,Real Sociedad,2,1,11,90,19,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773571,2020-12-22,2020/2021,La Liga,Real Valladolid,Barcelona,0,3,11,90,15,Spain,Estadio Municipal José Zorrilla,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773428,2020-12-05,2020/2021,La Liga,Cádiz,Barcelona,2,1,11,90,12,Spain,Estadio Nuevo Mirandilla,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3764661,2021-01-06,2020/2021,La Liga,Athletic Club,Barcelona,2,3,11,90,2,Spain,San Mamés Barria,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773526,2021-02-13,2020/2021,La Liga,Barcelona,Deportivo Alavés,5,1,11,90,23,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,4,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773474,2021-04-05,2020/2021,La Liga,Barcelona,Real Valladolid,1,0,11,90,29,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773625,2021-02-27,2020/2021,La Liga,Sevilla,Barcelona,0,2,11,90,25,Spain,Estadio Ramón Sánchez Pizjuán,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773403,2021-01-31,2020/2021,La Liga,Barcelona,Athletic Club,2,1,11,90,21,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773547,2020-11-29,2020/2021,La Liga,Barcelona,Osasuna,4,0,11,90,11,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773415,2021-02-21,2020/2021,La Liga,Barcelona,Cádiz,1,1,11,90,24,Spain,Spotify Camp Nou,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3764440,2021-02-24,2020/2021,La Liga,Barcelona,Elche,3,0,11,90,1,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773689,2021-04-25,2020/2021,La Liga,Villarreal,Barcelona,1,2,11,90,32,Spain,Estadio de la Cerámica,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/11_90.json,3773477,2020-11-07,2020/2021,La Liga,Barcelona,Real Betis,5,2,11,90,9,Spain,Spotify Camp Nou,1.1.0,2,2,H,1,1,0,0,3,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3827336,2022-03-16,2021/2022,Indian Super league,Mohun Bagan Super Giant,SC Delhi,1,0,1238,108,24,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813314,2021-11-19,2021/2022,Indian Super league,Mohun Bagan Super Giant,Kerala Blasters,4,2,1238,108,1,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817877,2022-02-18,2021/2022,Indian Super league,NorthEast United,Bengaluru,2,1,1238,108,18,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3827767,2022-03-20,2021/2022,Indian Super league,SC Delhi,Kerala Blasters,1,1,1238,108,25,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3827335,2022-03-15,2021/2022,Indian Super league,Kerala Blasters,Jamshedpur,1,1,1238,108,24,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3827338,2022-03-12,2021/2022,Indian Super league,SC Delhi,Mohun Bagan Super Giant,3,1,1238,108,23,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3827337,2022-03-11,2021/2022,Indian Super league,Jamshedpur,Kerala Blasters,0,1,1238,108,23,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817856,2022-03-07,2021/2022,Indian Super league,Mohun Bagan Super Giant,Jamshedpur,0,1,1238,108,19,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817891,2022-03-05,2021/2022,Indian Super league,East Bengal,Bengaluru,0,1,1238,108,20,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817870,2022-03-06,2021/2022,Indian Super league,Goa,Kerala Blasters,4,4,1238,108,22,India,GMC Athletic Stadium,1.1.0,2,2,D,0,0,1,0,0,8,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817899,2022-03-04,2021/2022,Indian Super league,Jamshedpur,Odisha,5,1,1238,108,20,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,4,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817866,2022-03-02,2021/2022,Indian Super league,Kerala Blasters,Mumbai City,3,1,1238,108,13,India,Tilak Maidan Stadium,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817889,2022-03-03,2021/2022,Indian Super league,Chennaiyin,Mohun Bagan Super Giant,0,1,1238,108,20,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817887,2022-03-05,2021/2022,Indian Super league,SC Delhi,Mumbai City,2,1,1238,108,21,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817872,2022-02-21,2021/2022,Indian Super league,Bengaluru,Odisha,2,1,1238,108,19,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817900,2022-02-20,2021/2022,Indian Super league,Chennaiyin,Jamshedpur,1,4,1238,108,22,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817855,2022-02-19,2021/2022,Indian Super league,Kerala Blasters,Mohun Bagan Super Giant,2,2,1238,108,14,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817863,2022-02-19,2021/2022,Indian Super league,SC Delhi,Goa,3,2,1238,108,19,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817901,2022-02-17,2021/2022,Indian Super league,Jamshedpur,Mumbai City,3,2,1238,108,14,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817880,2022-02-16,2021/2022,Indian Super league,Odisha,Chennaiyin,2,2,1238,108,21,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817902,2022-02-14,2021/2022,Indian Super league,Kerala Blasters,East Bengal,1,0,1238,108,21,India,Tilak Maidan Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817862,2022-02-13,2021/2022,Indian Super league,Mumbai City,Odisha,4,1,1238,108,22,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,3,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817873,2022-02-12,2021/2022,Indian Super league,Mohun Bagan Super Giant,NorthEast United,3,1,1238,108,22,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817869,2022-02-11,2021/2022,Indian Super league,Bengaluru,SC Delhi,1,2,1238,108,22,India,GMC Athletic Stadium,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817881,2022-02-10,2021/2022,Indian Super league,Jamshedpur,Kerala Blasters,3,0,1238,108,18,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817895,2022-02-09,2021/2022,Indian Super league,Chennaiyin,Goa,0,5,1238,108,18,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817884,2022-02-08,2021/2022,Indian Super league,SC Delhi,Mohun Bagan Super Giant,1,2,1238,108,17,India,GMC Athletic Stadium,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817896,2022-02-07,2021/2022,Indian Super league,East Bengal,Odisha,1,2,1238,108,17,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817852,2022-02-06,2021/2022,Indian Super league,Chennaiyin,Mumbai City,0,1,1238,108,17,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817883,2022-02-05,2021/2022,Indian Super league,Bengaluru,Jamshedpur,3,1,1238,108,17,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817886,2022-02-04,2021/2022,Indian Super league,Kerala Blasters,NorthEast United,2,1,1238,108,17,India,Tilak Maidan Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817864,2022-02-03,2021/2022,Indian Super league,Mumbai City,Mohun Bagan Super Giant,1,1,1238,108,16,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817882,2022-02-02,2021/2022,Indian Super league,East Bengal,Chennaiyin,2,2,1238,108,16,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817894,2022-02-01,2021/2022,Indian Super league,Goa,Odisha,1,1,1238,108,16,India,GMC Athletic Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817871,2022-01-31,2021/2022,Indian Super league,NorthEast United,SC Delhi,0,5,1238,108,16,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-5,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817861,2022-01-30,2021/2022,Indian Super league,Kerala Blasters,Bengaluru,0,1,1238,108,16,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817888,2022-01-29,2021/2022,Indian Super league,Mohun Bagan Super Giant,East Bengal,3,1,1238,108,15,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,2,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817875,2022-01-28,2021/2022,Indian Super league,Jamshedpur,Goa,1,0,1238,108,15,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817868,2022-01-26,2021/2022,Indian Super league,Bengaluru,Chennaiyin,3,0,1238,108,15,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817867,2022-01-25,2021/2022,Indian Super league,Mumbai City,NorthEast United,1,1,1238,108,15,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813313,2022-01-23,2021/2022,Indian Super league,Mohun Bagan Super Giant,Odisha,0,0,1238,108,11,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817890,2022-01-14,2021/2022,Indian Super league,Goa,NorthEast United,1,1,1238,108,12,India,GMC Athletic Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813302,2022-01-06,2021/2022,Indian Super league,Jamshedpur,NorthEast United,3,2,1238,108,11,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817857,2022-03-01,2021/2022,Indian Super league,SC Delhi,Jamshedpur,0,3,1238,108,13,India,GMC Athletic Stadium,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817898,2022-02-26,2021/2022,Indian Super league,Goa,Mumbai City,0,2,1238,108,20,India,GMC Athletic Stadium,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817893,2022-02-28,2021/2022,Indian Super league,East Bengal,NorthEast United,1,1,1238,108,19,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817854,2022-02-27,2021/2022,Indian Super league,Mohun Bagan Super Giant,Bengaluru,2,0,1238,108,13,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817892,2022-02-24,2021/2022,Indian Super league,Odisha,Mohun Bagan Super Giant,1,1,1238,108,18,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817859,2022-02-25,2021/2022,Indian Super league,NorthEast United,Jamshedpur,2,3,1238,108,21,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817858,2022-02-26,2021/2022,Indian Super league,Kerala Blasters,Chennaiyin,3,0,1238,108,19,India,Tilak Maidan Stadium,1.1.0,2,2,H,1,1,0,0,3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817897,2022-02-23,2021/2022,Indian Super league,SC Delhi,Kerala Blasters,2,1,1238,108,20,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817885,2022-02-22,2021/2022,Indian Super league,Mumbai City,East Bengal,1,0,1238,108,18,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817878,2022-01-24,2021/2022,Indian Super league,East Bengal,SC Delhi,0,4,1238,108,14,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817876,2022-01-22,2021/2022,Indian Super league,Chennaiyin,NorthEast United,2,1,1238,108,14,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813305,2022-01-09,2021/2022,Indian Super league,Kerala Blasters,SC Delhi,1,0,1238,108,11,India,Tilak Maidan Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813266,2022-01-08,2021/2022,Indian Super league,Goa,Chennaiyin,1,0,1238,108,11,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813271,2022-01-02,2021/2022,Indian Super league,Kerala Blasters,Goa,2,2,1238,108,10,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813311,2022-01-02,2021/2022,Indian Super league,Jamshedpur,Chennaiyin,0,1,1238,108,10,India,GMC Athletic Stadium,1.1.0,2,2,A,-1,0,0,1,-1,1,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813303,2021-12-29,2021/2022,Indian Super league,Mohun Bagan Super Giant,Goa,2,1,1238,108,9,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,H,1,1,0,0,1,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813304,2021-12-23,2021/2022,Indian Super league,SC Delhi,East Bengal,1,1,1238,108,8,India,GMC Athletic Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813306,2021-12-21,2021/2022,Indian Super league,NorthEast United,Mohun Bagan Super Giant,2,3,1238,108,8,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813283,2021-12-30,2021/2022,Indian Super league,Chennaiyin,Bengaluru,2,4,1238,108,9,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-2,6,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813275,2021-12-26,2021/2022,Indian Super league,Kerala Blasters,Jamshedpur,1,1,1238,108,9,India,Tilak Maidan Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813278,2021-12-22,2021/2022,Indian Super league,Chennaiyin,Kerala Blasters,0,3,1238,108,8,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813295,2021-12-28,2021/2022,Indian Super league,SC Delhi,Odisha,6,1,1238,108,9,India,GMC Athletic Stadium,1.1.0,2,2,H,1,1,0,0,5,7,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813296,2021-11-25,2021/2022,Indian Super league,NorthEast United,Kerala Blasters,0,0,1238,108,2,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,D,0,0,1,0,0,0,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813282,2021-12-19,2021/2022,Indian Super league,Mumbai City,Kerala Blasters,0,3,1238,108,7,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-3,3,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3813269,2021-12-14,2021/2022,Indian Super league,Odisha,Jamshedpur,0,4,1238,108,6,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-4,4,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817879,2022-01-13,2021/2022,Indian Super league,Chennaiyin,SC Delhi,1,1,1238,108,12,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817874,2022-01-23,2021/2022,Indian Super league,Bengaluru,Goa,1,1,1238,108,14,India,GMC Athletic Stadium,1.1.0,2,2,D,0,0,1,0,0,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817865,2022-01-18,2021/2022,Indian Super league,NorthEast United,Odisha,0,2,1238,108,13,India,Pandit Jawaharlal Nehru Stadium,1.1.0,2,2,A,-1,0,0,1,-2,2,NA
StatsBomb Open Data,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/matches/1238_108.json,3817860,2022-01-27,2021/2022,Indian Super league,Odisha,SC Delhi,2,3,1238,108,15,India,Tilak Maidan Stadium,1.1.0,2,2,A,-1,0,0,1,-1,5,NA
