source,dataset,url,local_path,downloaded_at,notes
StatsBomb Open Data,events_2275079,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275079.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275079.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275080,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275080.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275080.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275082,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275082.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275082.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275083,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275083.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275083.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275084,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275084.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275084.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275085,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275085.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275085.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275086,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275086.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275086.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275088,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275088.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275088.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275089,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275089.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275089.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275090,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275090.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275090.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275091,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275091.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275091.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275092,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275092.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275092.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275093,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275093.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275093.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275094,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275094.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275094.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275096,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275096.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275096.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275097,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275097.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275097.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275098,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275098.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275098.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275099,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275099.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275099.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275102,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275102.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275102.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275103,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275103.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275103.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275104,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275104.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275104.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275105,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275105.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275105.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275106,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275106.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275106.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275107,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275107.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275107.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275108,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275108.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275108.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275109,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275109.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275109.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275110,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275110.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275110.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275113,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275113.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275113.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275116,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275116.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275116.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275117,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275117.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275117.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275120,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275120.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275120.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275121,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275121.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275121.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275122,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275122.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275122.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275126,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275126.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275126.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275127,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275127.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275127.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275130,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275130.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275130.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275131,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275131.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275131.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275132,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275132.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275132.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275133,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275133.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275133.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275136,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275136.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275136.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275137,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275137.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275137.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275138,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275138.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275138.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275139,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275139.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275139.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275140,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275140.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275140.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275142,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275142.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275142.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275144,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275144.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275144.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275146,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275146.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275146.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275150,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275150.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275150.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275151,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275151.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275151.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275153,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275153.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275153.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275154,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275154.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275154.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275156,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275156.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275156.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2275157,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2275157.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2275157.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22912,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22912.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22912.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22921,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22921.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22921.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22924,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22924.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22924.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22926,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22926.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22926.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22930,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22930.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22930.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22933,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22933.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22933.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22934,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22934.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22934.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22936,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22936.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22936.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22939,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22939.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22939.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22940,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22940.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22940.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22942,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22942.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22942.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22943,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22943.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22943.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22944,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22944.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22944.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22945,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22945.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22945.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22948,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22948.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22948.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22949,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22949.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22949.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22955,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22955.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22955.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22956,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22956.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22956.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22961,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22961.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22961.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22962,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22962.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22962.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22963,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22963.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22963.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22964,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22964.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22964.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22966,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22966.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22966.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22973,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22973.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22973.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22974,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22974.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22974.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22980,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22980.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22980.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22981,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22981.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22981.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22983,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22983.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22983.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_22984,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/22984.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/22984.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_2302764,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/2302764.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/2302764.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265830,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265830.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265830.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265835,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265835.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265835.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265837,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265837.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265837.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265839,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265839.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265839.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265857,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265857.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265857.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265866,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265866.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265866.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265894,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265894.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265894.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265896,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265896.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265896.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265918,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265918.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265918.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265944,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265944.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265944.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265952,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265952.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265952.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265958,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265958.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265958.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_265963,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265963.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/265963.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266015,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266015.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266015.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266033,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266033.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266033.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266045,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266045.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266045.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266056,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266056.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266056.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266066,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266066.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266066.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266074,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266074.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266074.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266106,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266106.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266106.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266117,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266117.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266117.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266142,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266142.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266142.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
StatsBomb Open Data,events_266148,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266148.json,/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/266148.json,2026-05-28 12:57:09.441319,StatsBomb match event log (raw JSON)
