path,source_guess,dataset_guess,raw_or_processed,file_type,rows,columns,date_min,date_max,n_teams,n_competitions,file_size_bytes,modified_time,notes
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879591.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3089582,2026-05-28 12:42:45.82861,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879592.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2980609,2026-05-28 12:42:46.002042,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879593.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3757710,2026-05-28 12:42:46.702848,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879594.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3125649,2026-05-28 12:42:46.729418,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879595.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3374409,2026-05-28 12:42:47.445703,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879596.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3296319,2026-05-28 12:42:47.403154,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879597.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3062813,2026-05-28 12:42:48.147186,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879598.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3149461,2026-05-28 12:42:48.017956,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879599.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2725980,2026-05-28 12:42:48.48705,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879600.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2661364,2026-05-28 12:42:49.066567,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879601.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2896017,2026-05-28 12:42:50.042657,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879602.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3628703,2026-05-28 12:42:49.95404,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879603.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2759174,2026-05-28 12:42:50.446132,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879604.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2967945,2026-05-28 12:42:50.721444,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879605.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2913354,2026-05-28 12:42:51.71028,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879606.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3074254,2026-05-28 12:42:51.356509,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879607.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2990013,2026-05-28 12:42:52.03694,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879608.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3168339,2026-05-28 12:42:56.557259,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879609.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2981267,2026-05-28 12:42:52.481335,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879610.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2696808,2026-05-28 12:42:52.990592,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879611.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2755369,2026-05-28 12:42:53.440414,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879612.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2607248,2026-05-28 12:42:54.045578,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879613.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3111816,2026-05-28 12:42:54.527925,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879614.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3126682,2026-05-28 12:42:54.997705,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879615.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3007484,2026-05-28 12:42:55.5467,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879616.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3422468,2026-05-28 12:42:56.477161,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879617.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2463390,2026-05-28 12:42:57.41383,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879618.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3149062,2026-05-28 12:42:57.144821,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879619.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2873828,2026-05-28 12:42:57.691699,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879620.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3651121,2026-05-28 12:42:58.035986,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879621.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2918958,2026-05-28 12:42:59.122924,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879622.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2774486,2026-05-28 12:42:58.478266,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879623.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3294100,2026-05-28 12:42:59.091625,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879624.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3010435,2026-05-28 12:42:59.690647,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879625.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3198179,2026-05-28 12:42:59.829962,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879626.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2930385,2026-05-28 12:43:00.155871,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879627.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3034540,2026-05-28 12:43:00.614588,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879628.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3131194,2026-05-28 12:43:01.371329,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879629.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2661158,2026-05-28 12:43:01.284689,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879630.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3295095,2026-05-28 12:43:01.787385,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879631.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2869300,2026-05-28 12:43:02.208541,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879632.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2890806,2026-05-28 12:43:02.924163,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879633.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2912447,2026-05-28 12:43:02.801085,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879634.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2954399,2026-05-28 12:43:03.337364,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879635.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3777436,2026-05-28 12:43:04.400396,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879636.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3394806,2026-05-28 12:43:03.948187,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879637.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3257549,2026-05-28 12:43:04.605516,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879638.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3297610,2026-05-28 12:43:04.896376,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879639.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2861748,2026-05-28 12:43:05.13411,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879640.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2585640,2026-05-28 12:43:05.448865,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879641.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3139645,2026-05-28 12:43:05.83095,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879642.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2912069,2026-05-28 12:43:05.993602,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879643.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3040827,2026-05-28 12:43:06.915778,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879644.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3184782,2026-05-28 12:43:06.485335,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879645.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3486238,2026-05-28 12:43:07.63625,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879646.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3194344,2026-05-28 12:43:07.766112,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879647.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2843206,2026-05-28 12:43:08.399141,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879648.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3194004,2026-05-28 12:43:08.552032,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879649.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2606983,2026-05-28 12:43:09.243509,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879650.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3483979,2026-05-28 12:43:10.093339,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879651.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3252889,2026-05-28 12:43:09.831348,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879652.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3063615,2026-05-28 12:43:10.308444,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879653.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3156565,2026-05-28 12:43:10.737368,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879654.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2875896,2026-05-28 12:43:10.876001,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879655.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3072426,2026-05-28 12:43:11.735062,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879656.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2956487,2026-05-28 12:43:11.47284,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879657.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3112349,2026-05-28 12:43:12.144726,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879658.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2579603,2026-05-28 12:43:12.2639,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879659.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3051130,2026-05-28 12:43:14.217387,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879660.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3226287,2026-05-28 12:43:12.790161,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879661.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3157417,2026-05-28 12:43:13.295026,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879662.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3480291,2026-05-28 12:43:13.873397,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879663.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3100134,2026-05-28 12:43:14.865061,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879664.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2922888,2026-05-28 12:43:14.943352,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879665.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2925395,2026-05-28 12:43:15.403929,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879666.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2927978,2026-05-28 12:43:16.11299,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879667.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3176488,2026-05-28 12:43:16.090574,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879668.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3316735,2026-05-28 12:43:16.657779,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879669.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3256034,2026-05-28 12:43:17.150662,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879670.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3129768,2026-05-28 12:43:17.538701,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879671.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3459032,2026-05-28 12:43:17.890126,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879672.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2733356,2026-05-28 12:43:18.196557,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879673.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2783972,2026-05-28 12:43:18.515352,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879674.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3167128,2026-05-28 12:43:18.904953,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879675.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3010772,2026-05-28 12:43:19.084502,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879676.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2949461,2026-05-28 12:43:19.436245,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879677.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3122845,2026-05-28 12:43:20.092077,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879678.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3157598,2026-05-28 12:43:20.438133,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879679.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3192739,2026-05-28 12:43:21.075948,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879680.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3097016,2026-05-28 12:43:21.135226,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879681.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3012437,2026-05-28 12:43:21.764382,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879682.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2954124,2026-05-28 12:43:21.809868,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879683.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2943808,2026-05-28 12:43:22.265231,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879684.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3044561,2026-05-28 12:43:22.894781,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879685.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3151917,2026-05-28 12:43:22.848823,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879686.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3531830,2026-05-28 12:43:23.674776,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879687.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2718000,2026-05-28 12:43:23.41274,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879688.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2939481,2026-05-28 12:43:24.019414,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879689.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3011227,2026-05-28 12:43:24.170066,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879690.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3132300,2026-05-28 12:43:24.594442,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879691.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3061776,2026-05-28 12:43:24.841928,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879692.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3236953,2026-05-28 12:43:25.204109,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879693.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3116399,2026-05-28 12:43:25.485797,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879694.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2962021,2026-05-28 12:43:25.748157,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879695.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3025550,2026-05-28 12:43:26.256931,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879696.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2966118,2026-05-28 12:43:26.781202,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879697.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2690284,2026-05-28 12:43:26.859394,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879698.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3206287,2026-05-28 12:43:27.451331,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879699.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3343590,2026-05-28 12:43:27.643104,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879700.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3159552,2026-05-28 12:43:28.158992,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879701.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3471790,2026-05-28 12:43:28.536014,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879702.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3091898,2026-05-28 12:43:28.781494,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879703.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3178866,2026-05-28 12:43:29.127286,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879704.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3196694,2026-05-28 12:43:29.392015,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879705.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3104166,2026-05-28 12:43:29.826723,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879706.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2792275,2026-05-28 12:43:29.989491,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879707.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2739389,2026-05-28 12:43:30.2791,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879708.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2994016,2026-05-28 12:43:30.845759,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879709.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2908764,2026-05-28 12:43:31.02162,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879710.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,3117537,2026-05-28 12:43:31.367316,NA
/Users/marco/Documents/Projects/worldcup-forecast-r/data/raw/statsbomb_open/events/3879711.json,StatsBomb Open Data,statsbomb_events_raw,raw,json,NA,NA,NA,NA,NA,NA,2659925,2026-05-28 12:43:31.56806,NA
